title,tag,artist,year,image,views,lyrics,id
GeniuS freestylE,rap,LEW,2022,https://images.genius.com/99fe99a10f4f903f727d94971698decd.1000x1000x1.jpg,199,"I had no pot to piss in\nBut I was optimistic\nIt was destined\nConstipation wasn't stopping this shit\nI learned to never be scared to take a shot and miss it\nWhy? Because you miss every shot that's not attempted\nThe truth is they dont want to see me conquer this hit\nThe thought of me rising got'ed stressed like the cost of living\nI know forsure you boys would cut both your hands off before you ever used one to hand me a compliment with\nI came from nothing but I still rose\nTold life: ""Im hard to defeat like steel toes""\nI pave ways, I build roads\nEven if we scared we still go\nA roadblock ain't shit\nLike the Fresh Prince, still these wheels roll\nBitch, Im a genius\nMy self esteem is through the roof like a chimney is\nIn this life im only second to Jesus\nAnd even he know that his bitch is not the one to come around me with\nI took the long road but it was scenic\nIve seen murder scenes and dope feinding\nIve seen days where my bank account and my phone bill broke even\nBut I always keep my fucking head up like my nose bleeding\nThe streets cold\nBelow freezing\nIve seen niggas fail and lose hope so frequent\nBut failure comes with success, baby\nDont over think it\nBecause every winner done had a fall first like the cold seasons\nYou know?\nI got a hell of a gift\nYou niggas hated in the past and I never forget\nIn ten years I'll probably be GPS'ing your crib\nDriving past telling my kids: ""This where jealousy lives!""\nRough seas is my element, bitch\nYou only ever set sail when the weather permits\nBecause you a delicate bitch\nYou and your niggas think you real but no one else is convinced\nYou got the girls LOL'ing and shit\nNigga, damn...",7902973
​​i made a mistake,rap,​fatse,2022,https://images.genius.com/9347bdf7d16fcd79bd70a52892467df5.1000x1000x1.jpg,136,"[Intro/Chorus]\n(Regret it)\nRegret it, I regret it\nBaby, I made a mistake\nForget it, just forget it\nI want you and nobody else\n\n[Pre-Chorus]\nB-b-back to the start\nWe'll have a new beginning and\nTurn back the clock and watch the memories disappear (Back to the start)\nBad karma in California\nSo many days gone to waste (Back to the start)\nI'll come back, I don't know why I even left anyway (Back to the start)\n[Chorus]\nRegret it, I regret it\nBaby, I made a mistake\nForget it, just forget it\nI want you and nobody else\n\n[Bridge]\nAnother try\nAnother try\n\n[Pre-Chorus]\nB-b-back to the start\nWe'll have a new beginning and\nTurn back the clock and watch the memories disappear (Back to the start)\nBad karma in California\nSo many days gone to waste (Back to the start)\nI'll come back, I don't know why I even left anyway (Back to the start)\n\n[Chorus]\nRegret it, I regret it\nBaby, I made a mistake\nForget it, just forget it\nI want you with nobody else\n\n[Outro]\nAnother try\nAnother try",7902986
Blessed,rb,Evin,2022,https://i.genius.com/85877d20c15383edf3fe453d6e123692baf8a7cd?url=https%3A%2F%2Fi.scdn.co%2Fimage%2Fhttps%3A%2F%2Fwww1.wdr.de%2Fradio%2F1live%2Fmusik%2Fheimatkult%2Fevin-102~_v-HintergrundL.jpg,54,"No end to our love\nYeah, I swear\nThere’s no end\nIn my room\nMe and you\nWhen you cry\nI hold your hand\nNever knew just how blessed I am\nNever knew just how blessed I am (mmmh)\nAnd now I’m scared to lose you\nCould leaving my home make me free?\nI’ve been running from my problem\nI promised you to come back\nWhile I thought that that could never be\nStill you are the hand that guides me\nWhen all the lights fall off it seems all we do is forgetting\nBut we know that our song won’t cease\n\nOh, Precious time\nWhen we feel time is stopping\nThis place becomes a room with no roof\nHow could I turn my back on this?\nI won’t go, I won’t go away\nWhen we feel time is stopping\nWhen you tell me all about your fears (yeah, yeah)\nYeah, I know that I’m home\nI won’t go, I won’t go away\n\nNo end to our love\nYeah, I swear\nThere’s no end\nIn my room\nMe and you\nWhen you cry\nI hold your hand\nNever knew just how blessed I am\nNever knew just how blessed I am (mmmh)\nAnd now I’m scared to lose you\nNow I write you this letter\nI try to tell you I’m sorry\nAnd all the stains on the paper\nCould never wear those words away\n\nNow I write you this letter\nI try to tell you I’m sorry\n\nOh, Precious time\nWhen we feel time is stopping\nThis place becomes a room with no roof\nHow could I turn my back on this?\nI won’t go, I won’t go away\nWhen we feel time is stopping\nWhen you tell me all about your fears (yeah, yeah)\nYeah, I know that I’m home\nI won’t go, I won’t go away\n\nNo end to our love\nYeah, I swear\nThere’s no end\nIn my room\nMe and you\nWhen you cry\nI hold your hand\nNever knew just how blessed I am\nNever knew just how blessed I am (mmmh)\nAnd now I’m scared to lose you",7903010
Eshay,rap,Gucci Dassy,2019,https://images.genius.com/d281a04d5727d20f9512d06d81129b1f.500x500x1.jpg,3577,"[Intro]\nAy, woo! (Futile)\nWhat cunt?\nEsh, cunt\n\n[Chorus]\nWe got big stacks, no cap, roll fat, I'ma\nMake tracks, make cash, big facts, I'ma\nHit that, roll black in the Benz, I'ma\nDrip-drip, got that Gucci on my lens, I really can't complain\nI'm past your lane, yeah, I'm really number one\nYou can ask your mates, they'll probs know my name\nAlert the game that Esh comin', fuckin' it up\nLike Esh come fuckin' it up, ay, ay\n[Verse 1]\nLike you heard of this, I murder this, I spend it in a day\n'Cause I'm earning this, the burner kid\nIn all black, I'm lurkin' bitch\nLike hoping that they learn from this\nWe gon' pull up with a stick-stick that clip-clip\nThen my homies dip-dip, like Tyga\nI'm on fire, drip from Designer, she likin' my attire\nI'm hitting the dash in thе foreign, fuckin' up the tyres\nThink I'm stuck in thе loop\nThey think that I would miss 'em 'cause I'm stuck in the booth\nRight now, I'm on top, my boys stopped\nUntil me and my boys chilling in the foreign droptop\nLike, fill up my cup with some Cartier\nCan't see it through the shades, they Cartiers (Futile)\nI could fuck this bitch just to start my day\nThis some lean in my cup, this ain't no Chardonnay, nah\nThe news cunts mention my name\nI'm flexing the game, you're probably sucking dick for some fame\nThat kinda funny, wishing Esh cunt get dumb rich\nI just want the funds in, you be on some dumb shit\nOne hit, then I make another, then fuck without a rubber\nNo snitching, they undercover like\nMy boys silent, they don't chat, just make that cash\nIt was a hook, play that back, uh\n[Chorus]\nWe got big stacks, no cap, roll fat, I'ma\nMake tracks, make cash, big facts, I'ma\nHit that, roll black in the Benz, I'ma\nDrip-drip, got that Gucci on my lens, I really can't complain\nI'm past your lane, yeah, I'm really number one\nYou can ask your mates, they'll probs know my name\nAlert the game that Esh comin', fuckin' it up\nLike Esh come fuckin' it up, ay, ay\n\n[Verse 2]\nLike Esh cunt really fuckin' it up\nPut double in my cup, I made it so the lovin' would stop\nThe pursuit, we gonna fuck in a black Bentley coupe\nThe next day get paid like I'm shootin' some hoops\nI'm up next, she gets undressed\nHundreds on the dresser, don't make assumptions, like\nThis ain't dirty money, gave it a bird bath\nThinking if I didn't rap, she wouldn't flirt back\nSold my soul to the game\nIt ain't the same in my range (Futile)\nFuck with us and get the flames, yeah\nDiamonds gonna drip, making it rain\nFucked a foreign bitch, ain't no pronouncing her name\nNah, yeah we vicious, we doing missions\nPussy wet, got her dripping, Scotty Pippen, now who's winnin'?\nYeah, she said she lovin' it, Eshay\nSaid I'm from Adelaide, let's go and get the agbay\nQuick get it, unleaded we leg it\nHe said it, we send it, one word, five letters\nE-S-H-A-Y, try to schedule my date line but I can't make time\nNothing but fifties and hunnids in my sight\nThere's no way you can flow better than me\nBitch you can try, like\nI said I can get her high but I can't fly\nCall me Lil' Yachty, only wanted her for one night\n[Chorus]\nWe got big stacks, no cap, roll fat, I'ma\nMake tracks, make cash, big facts, I'ma\nHit that, roll black in the Benz, I'ma\nDrip-drip, got that Gucci on my lens, I really can't complain\nI'm past your lane, yeah, I'm really number one\nYou can ask your mates, they'll probs know my name (Futile)\nAlert the game that Esh comin', fuckin' it up\nLike Esh come fuckin' it up, ay, ay\n\n[Outro]\nAha, eetswa cuz\n2020 taking over, no cap",7903017
Star Hunting,pop,​vern matz,2022,https://images.genius.com/14d657896ff74f2188538c06cca364ca.992x994x1.png,62,"Wish there was rain out\nTo match my\nTo match my room\nAll of the sunshine\nIs making me feel so blue\n\nI’m still in love with you\nI’m still in love with you\n\nHope you are happy\nIn your new\nIn your new life\nOnly across town\nBut I feel so far from you\nI’m feeling so, so blue\nI’m still in love with you\n\nAnd I see you in your car\nBut you can’t see me\nYou can’t see me\n\nI’m still in love with you",7903030
Be You,rb,Hakeem Prime,2022,https://images.genius.com/5e43dbb50bde01299850b01f2378d65b.672x672x1.jpg,2959,"Mo to the E to the (Series Intro)\n\n\nWe some dope individuals\nKeep the spark with passion\nBaby forever lasting\nGot my eye on the gwalla\nI don’t love the money\nI just make it for the luxury\nThey say you not good for me\nI been thinking bout you lately\nAll them times you held me down\nI gotta appreciate you now\nYou give me all the feels an baby that for reals\nYou can take the person out ghetto\nBut you can’t take the ghetto out a person (naw)\nI Found a new thang thang in you\nNow the game change baby x2\nYou appreciate my honesty, my qualities\nMy standards stay strong for my sanity\nMy Mind playing loops instant replay\nLeft the jail cell with a felony\nNow it’s all about the gunplay ~~~\n\n(Bridge)\nI just want to get in that mode with you!\nNever ever feel alone with you!\nYou be steady on my mind all the time!\nYou encourage me to be tru And I owe it\n(Hook)\nI’m realizing that you are apart that part of me that’s free\n(To myself.)\nI’m realizing that I could never lock you in for me....\nYou know\nI got cha babe I respect ya time\nThat how you stay mine\nGotta do what u gotta do\nL love it when you say be you x5\nOh\nI love it when you tell me to be you\nOh bae I love it when you say be you\nI love it Love it love it I love it Love it love it I love it Love it\nI love it Love it love it I love it Love it love it I love it Love it\nSayyyy\nI love it Love it love it I love it Love it love it I love it Love it\n\nBe you\nLove you\n\n\n\nDon’t put the front like you ain't yo self\n\nI don't want to be with no one else\n\nCome here ride the wave with me this year\n\nCome ride the wave and take all my fears\n\nTurn me on\n\nAnd take control\n\nTell me yes boy don't tell me no\n\nIm satisfied im here with you\n\nLets ride that wave bae lets get intone\nI’m where you at baby let me hold you\n\nYou been mine so let me show you my devotion\n\nGet into it come into my ocean\n\nWe ride together…. we make it better\n\nYour worth it baby   you never played me\n\nAppreciate yo love when you call me baby\n\n\n(Hook)\nI’m realizing that you are apart that part of me that’s free\n(To myself.)\nI’m realizing that I could never lock you in\nFor me....\nYou know\nI got cha babe I respect ya time\nThat how you stay mine\nGotta do what u  gotta do\nL love it when you say be you x5",7903031
What a Lie,rb,Justine Skye,2022,https://images.genius.com/136a2907503f08d84da0255e8927d5d7.1000x1000x1.png,6523,"[Verse 1]\nUser, what a user\nA blessing, learning lessons\nA season for entertaining leechers\nMy poison was your peaches\nCould've saved my time, should've taken my space\nThat's what needed my attention, not your fuckin' face\nWish I read between the lines you were readin' me\nSuch an actor, what you were after was the industry\n\n[Pre-Chorus]\nCouldn't believe I caught you that night\nSaw the messages in plain sight\nHow you never thought to delete?\nLike you wanted me to read them now\n[Chorus]\nAnd it blows my mind\nHappened overnight\nWhat a lie I fell for this time, ooh\n\n[Verse 2]\nUser, what a loser\nNo one will ever know how much I put you on\nAll they'll ever know is how you a sing a song, but\nWhat kind of a man makes you part of his marketing plan?\nOoh, uh\n\n[Pre-Chorus]\nCouldn't believe I caught you that night\nSaw the messages in plain sight\nHow you never thought to delete?\nLike you wanted me to read them now\n\n[Chorus]\nAnd it blows my mind\nHappened overnight (It happened)\nWhat a lie I fell for this time, ooh\nAnd it blows my mind\nHappened overnight (It happened)\nWhat a lie I fell for this time, ooh\n[Bridge]\nMoney, moved on\nMy love, you lost\nYou mad, so sad\nFuck you, I'm gone\nI'll be away, this other day\nGet out my way\nCan't talk, go away\nLook at my view\nOf someone new\nAll that I do\nIt's without you\nIt's without you\nIt's without you\nIt's without you\nIt's without—\nIt's without you\nWithout you\nOh, oh\n\n[Chorus]\nAnd it blows my mind\nHappened overnight (It happened)\nWhat a lie I fell for this time\nAnd it blows my mind\nHappened overnight (Night)\nWhat a lie I fell for this time, ooh",7903034
Birth,rock,Valleyheart,2022,https://images.genius.com/bcf2a3a7233f75848dd20820b8b7575f.1000x1000x1.jpg,311,[Verse 1]\nWhen I return to my birth\nMy body spread out in the earth\nWith fingers like roots on seed\nTears of my brothers watering me\n\n[Verse 2]\nAnd will we float up into space?\nBodies shot up on a vertical interstate\nCould we still stop for a snack\nOn cosmic highways? Gas station off ramps\n[Chorus]\nSo take all the time that you want\nA whiskey with Jon in the fall\nSo break my false sense of control\nBecause there's nothing we have here to hold\n\n[Bridge]\nOoh-ooh-ooh-ooh-ooh-ooh\nOoh-ooh-ooh-ooh-ooh-ooh\nOoh-ooh-ooh-ooh-ooh-ooh\nOoh-ooh-ooh-ooh-ooh-ooh\n\n[Instrumental Outro],7903043
Miracle,rock,Valleyheart,2022,https://images.genius.com/77c419b2b4a565feb72df2be17b3b9b1.200x200x1.jpg,486,"[Verse 1]\nWalking on the city concrete\nI fall into a vision on Front Street\nAnd I see it all in dismal imagery\nSounds and the sights as they hang on over me\nAnd the faces of all the pedestrians\nThe strangers I pass that look like friends\nThere's a number all allotted to them\nOh, the time we have on this rock, well-spent\n\n[Chorus]\nIs it a miracle?\nThat we're all around\nIn a world so spherical\nThat we're not left here and now\n[Verse 2]\nNow I'm standing at the edge of the ocean\nHеart heavy in the town I grew up in\nAnd my fеars are drowned in the fading blue\nI'm out on the shore reaching out to you\nAnd right there on the water it hits me\nFor every ounce of suffering and mystery\nThere’s a child that's born in a hospital\nA flower that blooms in the freezing cold\n\n[Chorus]\nAnd it's a miracle\nOf cosmic chance\nA goddamn miracle\nHeld by the hands of no master plan\n\n[Post-Chorus]\nIn all the highs, and all the lows\nThe mystery that consumes us whole\nThere isn't a single thing we know\nIt's a fucked up show\nIt's a miracle\n\n[Instrumental Bridge]\n\n[Outro]\nBut I can't just let time pass me by\nWith an aching heart for an alibi\nHelp me learn to love the air I breathe\nThe light in the eyes of the irony\nBecause all in all, I have it all\nWhen all I am is a miracle",7903044
Heal My Head,rock,Valleyheart,2022,https://images.genius.com/bcf2a3a7233f75848dd20820b8b7575f.1000x1000x1.jpg,1079,"[Verse 1]\nWon't you water it well? A suffering seed\nNeurological loop, left on repeat\nYou're gonna burn out, you're gonna burn out\nWhere did the year go? It feels like a blur\nIs there a star in the sky to show all the herd?\nWe're gonna find out, we're gonna find out\n\n[Chorus]\nTake my worn out sense, make it new again\nI think I've lost myself, can you heal my head?\nI can't fill this whole with material\nAll I've done and said, someone heal my head\n[Verse 2]\nWhat a dollar gave me with thе sweat of my work\nWhen the lights go out, what is it worth?\nI'vе got a full account, but I've got no time now\n\n[Chorus]\nTake my worn out sense, make it new again\nI think I've lost myself, can you heal my head?\nI can't fill this hole with material\nAll I've done and said, someone heal my head\nHeal my head, heal my\n\n[Bridge]\nThere's a knock on the door of my wavering troubled consciousness\nAnd it's hard to ignore as the weather gets better outside\nSure the blooming of spring brings a brand new sense of accomplishment\nAnother year around the sun\nWhat's the good if it doesn't feel right?\n\n[Outro]\nSo take this blurred out seed of insecurity\n'Cause I can't feel myself\nOh god, heal my hell\nWhen I can't fill this need with opportunity\nWhen it all feels fucked again\nOh god, heal my head, heal my head\nHeal my head, heal my head",7903045
Vampire Smile,rock,Valleyheart,2022,https://images.genius.com/bcf2a3a7233f75848dd20820b8b7575f.1000x1000x1.jpg,428,"[Verse 1]\nDo you feel\nLike time's speeding up?\nYou can't find the love\nYou once had to give\nBut hold on\nLike a light in the morning\nThat wakes without warning\nIt'll find you again\n\n[Verse 2]\nDo you feel\nAll messed up inside?\nCan't face what you've done\nA touch in the night\nIn the eyes\nOf a campfire smile\nThe shame that you feel\nIt's all gonna heal\n[Verse 3]\nLight in my eyes\nWhere I found your pack\nYour Marlboro stash\nBut you know, I don't mind\nWe've all got our share\nOf story to bear\nAnd a smile to hide\n\n[Outro]\nIt's all gonna heal",7903046
Your Favorite Jacket,rock,Valleyheart,2022,https://images.genius.com/bcf2a3a7233f75848dd20820b8b7575f.1000x1000x1.jpg,950,"[Verse 1]\nWait for the sunshine\nWait for the ice to melt\nIt's been a long one\nAnd this hibernation feels like hell\nSo give me a feel-good\nGive me the days that last 'til eight\nThink I'll feel better in warmer ways\n\n[Pre-Chorus]\nBut don't tell the carnivores we're caught outside\nWith our hearts wide open\nStuck to the seat on the 16 hour drive\nBut I'm still hoping\n[Chorus]\nThat all my love is true\nAnd it's not lost on you\nLeft in the catacombs\nWith a hand in my heart\nAnd a part of me drowning in a palindrome\n'Cause when I got it blue\nYeah, it blinds everything\nWith a chemical shade of rust\nUntil I'm done placing all of my peace\nOn the measure of two pressure fronts\n\n[Verse 2]\nWait for the cool down\nWait for the Autumn drives\nYour favorite jacket\nPulled from subconscious shelves inside\nA chilly morning\nTo cool our overheated summer hands\nWait for the snowfall 'til we wish it all away\n\n[Pre-Chorus]\nAgain and again it's the skin we hide behind\nIn our guarding garments\nBut the thrill of the heat is the only thing inside\nKeeping me honest\n[Chorus]\nIf all my love is true\nAnd it's not lost on you\nLeft in the catacombs\nWith a hand in my heart\nAnd a part of me drowning in a palindrome\n'Cause when I got it blue\nYeah, it blinds everything\nWith a chemical shade of rust\nUntil I'm done placing all of my peace\nOn the measure of two pressure fronts",7903047
